MW,AMW,Sv,Se,Sp,Si,Mv,Me,Mp,Mi,GD,nAT,nSK,nTA,nBT,nBO,nBM,SCBO,RBN,RBF,nAB,nH,nC,nN,nO,nS,nHM,nHet,H%,C%,N%,O%,nCsp3,nCsp2,nCIC,nCIR,TRS,Rperim,Rbrid,MCD,RFD,RCI,NRS,NNRS,nR05,nR06,nR10,nBnz,ARR,D/Dtr05,D/Dtr06,D/Dtr10,ZM1,ZM1V,ZM1Kup,ZM1Mad,ZM1Per,ZM1MulPer,ZM2,ZM2V,ZM2Kup,ZM2Mad,ZM2Per,ZM2MulPer,ON0,ON0V,ON1,ON1V,Qindex,BBI,DBI,SNar,HNar,GNar,Xt,Dz,Ram,BLI,Pol,LPRS,MSD,SPI,PJI2,ECC,AECC,DECC,MDDD,UNIP,CENT,VAR,ICR,SMTI,SMTIV,GMTI,GMTIV,Xu,CSI,Wap,S1K,S2K,S3K,PHI,PW2,PW3,PW4,PW5,MAXDN,MAXDP,DELS,TIE,Psi_i_s,Psi_i_A,Psi_i_0,Psi_i_1,Psi_i_t,Psi_i_0d,Psi_i_1d,Psi_e_A,Psi_e_0,Psi_e_1,Psi_e_0d,BAC,LOC,MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,SRW02,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,TWC,TPC,piID,PCR,PCD,CID,BID,X0,X1,X2,X3,X4,X5,X0A,X1A,X2A,X3A,X4A,X5A,X0v,X1v,X2v,X3v,X4v,X5v,X0Av,X1Av,X2Av,X3Av,X4Av,X5Av,X0sol,X1sol,X2sol,X3sol,X4sol,X5sol,XMOD,RDCHI,smiles,density_Kg/m3
363.59,10.388,25.447,35.029,28.415,38.251,0.727,1.001,0.812,1.093,0.108,35,22,0,38,25,16,33.0,3,0.079,16,13,15,3,0,4,4,7,37.1,42.9,8.6,0.0,4,11,4,4,22,22,0,1.0,0.0,1.0,4,1.0,2,2,0,0,0.64,104.314,136.48,0.0,118,372,314.377,213.404,536.8,391.299,140,365,332.623,233.647,574.5,387.54,10.0,6.267,4.861,1.996,18,34,1.732,17.682,2.2,2.234,0.238,45.5,6,1.291,31,100.18,5.276,0.0,0.833,191,8.682,1.376,16.545,69,612,68,2.539,4868,8564,5239,15748,21.524,427,11312,14.949,6.876,3.213,4.672,0.568,0.341,0.199,0.1,0.938,1.885,10.563,25.142,42.667,1.939,16.099,13.742,0.001,0.0,-0.0,7.439,8.13,3.473,0.0,0,0.0,3.258,4.779,5.638,6.512,7.388,8.27,9.153,10.038,10.924,11.811,3.932,5.231,3.045,6.73,5.209,8.318,7.154,9.956,3.258,3.555,3.871,4.159,4.304,4.382,4.511,4.575,4.615,4.625,3.526,4.078,4.654,5.216,5.511,5.79,6.164,6.479,6.763,6.998,12.342,7.107,9.756,1.373,2.649,3.85,3.148,14.778,10.916,9.388,8.316,7.22,5.364,0.672,0.437,0.276,0.177,0.115,0.073,14.851,10.757,9.055,8.325,7.285,5.815,0.675,0.43,0.266,0.177,0.116,0.08,16.192,12.732,11.636,11.255,10.427,8.224,85.022,3.554,C1CSC(C(S1)c1csc(n1)c1cccnc1)c1nccs1,1362.37
303.4,8.669,25.084,34.807,26.676,38.119,0.717,0.994,0.762,1.089,0.108,35,22,1,38,25,22,36.0,2,0.053,22,13,19,1,1,1,1,3,37.1,54.3,2.9,2.9,0,19,4,5,23,21,1,0.955,0.095,1.095,3,0.75,1,3,1,2,0.88,48.228,159.953,84.014,120,306,300.655,142.433,454.03,325.729,143,330,325.2,161.414,509.15,350.822,10.333,6.317,4.778,1.989,19,35,1.871,17.394,2.129,2.205,0.24,45.5,7,0.954,34,99.316,5.031,5.872,1.0,176,8.0,1.182,15.0,66,594,60,2.461,4663,7844,4980,13771,21.294,392,12890,13.322,5.45,2.489,3.3,0.579,0.343,0.196,0.104,1.483,3.631,11.598,24.328,46.5,2.114,15.632,13.15,0.0,0.0,-0.0,7.614,8.082,3.475,0.0,2,0.405,3.258,4.796,5.659,6.544,7.425,8.316,9.203,10.097,10.988,11.883,3.932,5.252,2.398,6.779,4.443,8.402,6.293,10.076,3.258,3.584,3.892,4.19,4.419,4.511,4.673,4.787,4.883,4.875,3.611,4.28,4.953,5.617,6.199,6.6,7.128,7.608,8.066,8.369,12.409,7.249,11.33,1.563,4.081,3.85,3.148,14.941,10.81,9.668,8.4,7.323,5.821,0.679,0.432,0.276,0.175,0.113,0.071,12.547,7.952,5.965,4.455,3.363,2.151,0.57,0.318,0.17,0.093,0.052,0.026,15.295,11.31,10.166,8.914,7.909,6.159,70.935,3.474,Oc1cncc(c1)c1ccc2c(c1)c(ccc2)c1cscc1,1233.27
349.55,8.129,29.137,42.207,32.154,47.075,0.678,0.982,0.748,1.095,0.098,43,24,0,46,27,18,36.0,3,0.065,18,19,21,1,0,2,2,3,44.2,48.8,2.3,0.0,4,17,4,4,24,24,0,1.0,0.0,1.0,4,1.0,0,4,0,2,0.667,0.0,294.287,0.0,126,306,275.366,168.945,447.09,320.777,147,314,301.551,187.817,486.61,331.775,11.0,7.617,5.333,2.575,18,36,1.732,19.068,2.182,2.213,0.229,48.5,6,1.157,36,113.84,5.861,0.0,0.857,240,10.0,1.5,19.5,84,792,78,2.752,6339,9836,6819,16136,23.421,532,14759,15.805,7.46,3.71,4.913,0.565,0.333,0.187,0.105,0.706,1.469,7.551,26.382,44.833,1.868,17.728,14.978,0.001,0.0,-0.0,7.368,8.871,3.73,0.0,0,0.0,3.332,4.844,5.687,6.544,7.402,8.265,9.129,9.995,10.861,11.729,4.007,5.293,0.0,6.797,0.0,8.387,0.0,10.019,3.332,3.611,3.892,4.143,4.394,4.369,4.543,4.615,4.71,4.762,3.611,4.167,4.756,5.335,5.916,6.108,6.608,6.979,7.366,7.699,12.274,7.297,10.676,1.463,3.379,3.935,3.229,16.192,11.899,10.17,8.81,7.457,6.305,0.675,0.441,0.282,0.184,0.12,0.079,15.024,10.415,8.316,7.043,5.717,4.624,0.626,0.386,0.231,0.147,0.092,0.058,16.899,12.853,11.251,10.142,8.825,7.638,81.389,3.752,C1SCC(SC1)c1cccc(c1)c1cccc(c1)c1ccccn1,1185.38
253.38,6.668,23.279,37.374,25.108,42.816,0.613,0.984,0.661,1.127,0.123,38,19,1,40,21,12,27.0,2,0.05,12,19,16,3,0,0,0,3,50.0,42.1,7.9,0.0,4,12,3,3,18,18,0,0.947,0.0,1.0,3,1.0,0,3,0,2,0.571,0.0,161.256,0.0,98,204,212.311,104.022,304.77,214.472,115,224,229.704,121.994,348.36,237.642,9.167,6.783,4.278,2.182,14,28,1.581,14.504,2.073,2.145,0.263,39.5,5,0.953,29,80.41,4.357,5.002,0.8,134,7.053,0.909,10.953,48,420,47,2.189,2968,4327,3047,6303,18.555,289,5089,12.363,5.532,2.539,3.6,0.564,0.34,0.199,0.112,1.108,1.026,7.083,18.512,36.333,1.912,13.866,11.344,0.002,-0.0,-0.0,7.412,7.009,2.885,-0.0,2,0.447,3.091,4.595,5.442,6.308,7.177,8.053,8.929,9.808,10.687,11.568,3.761,5.043,0.0,6.555,0.0,8.167,0.0,9.827,3.091,3.367,3.664,3.932,4.159,4.078,4.143,4.143,4.078,3.97,3.332,3.85,4.376,4.875,5.357,5.278,5.555,5.809,6.027,6.177,12.104,6.509,8.585,1.319,2.076,3.695,3.012,13.079,9.36,7.936,6.858,5.848,4.881,0.688,0.446,0.283,0.18,0.117,0.077,11.135,6.674,4.859,3.554,2.59,1.801,0.586,0.318,0.174,0.094,0.052,0.029,13.079,9.36,7.936,6.858,5.848,4.881,57.653,3.143,Cc1ccccc1N1CNCNC1c1ccccc1,1115.91
285.33,7.926,23.369,36.589,23.949,40.614,0.649,1.016,0.665,1.128,0.114,36,21,0,39,24,15,31.5,3,0.077,15,15,15,3,3,0,0,6,41.7,41.7,8.3,8.3,3,12,4,4,21,21,0,1.0,0.0,1.0,4,1.0,3,1,0,0,0.625,144.686,61.304,0.0,114,318,361.517,130.098,466.46,334.706,137,329,352.886,154.736,516.79,349.919,9.5,6.2,4.639,1.967,18,33,1.732,16.989,2.211,2.246,0.243,46.5,6,0.847,29,92.387,4.646,0.0,0.8,152,7.238,1.034,13.007,57,543,50,2.244,4006,6743,4293,11790,20.287,340,9454,12.912,5.536,2.34,3.404,0.569,0.35,0.211,0.098,1.405,2.219,15.327,21.496,44.5,2.119,14.83,12.236,0.001,-0.0,0.0,7.619,7.717,3.295,-0.0,0,0.0,3.219,4.745,5.617,6.503,7.393,8.288,9.185,10.083,10.981,11.881,3.892,5.198,3.434,6.698,5.587,8.295,7.506,9.949,3.219,3.526,3.871,4.19,4.277,4.407,4.5,4.522,4.5,4.443,3.481,4.039,4.636,5.217,5.335,5.75,6.065,6.321,6.511,6.647,12.403,6.98,9.473,1.357,2.493,3.804,3.105,14.071,10.433,8.96,8.06,7.21,4.914,0.67,0.435,0.272,0.171,0.111,0.069,11.282,6.775,4.828,3.565,2.598,1.53,0.537,0.282,0.146,0.076,0.04,0.022,14.071,10.433,8.96,8.06,7.21,4.914,66.904,3.399,c1coc(c1)C1NCNCN1c1occc1c1ccoc1,1288.26
371.51,9.526,29.072,38.876,31.12,42.411,0.745,0.997,0.798,1.087,0.092,39,26,0,43,30,27,43.5,3,0.07,27,13,21,3,0,2,2,5,33.3,53.8,7.7,0.0,0,21,5,6,28,26,1,1.0,0.077,1.077,4,0.8,2,3,1,3,0.9,120.92,193.252,102.238,144,392,368.656,190.665,588.32,416.223,173,438,417.816,213.543,674.13,465.039,11.667,7.267,5.639,2.293,23,42,2.0,21.266,2.229,2.266,0.217,53.5,8,0.98,40,124.388,5.513,0.0,0.833,227,8.731,1.234,22.0,86,940,80,2.493,7325,12475,8040,22698,24.595,514,20952,15.629,6.602,2.934,3.969,0.576,0.345,0.198,0.101,0.75,1.464,10.983,25.742,52.0,2.0,18.598,15.683,0.0,0.0,0.0,7.5,9.546,4.104,0.0,0,0.0,3.434,4.977,5.849,6.737,7.627,8.524,9.422,10.325,11.228,12.134,4.111,5.434,3.045,6.957,5.13,8.577,6.986,10.252,3.434,3.761,4.094,4.407,4.635,4.82,5.056,5.236,5.384,5.438,3.795,4.46,5.147,5.821,6.383,6.88,7.475,8.013,8.52,8.902,12.653,7.693,11.847,1.54,4.154,4.022,3.306,17.347,12.882,11.38,10.2,8.943,6.897,0.667,0.429,0.271,0.173,0.11,0.068,15.297,9.804,7.407,5.676,4.224,2.693,0.588,0.327,0.176,0.096,0.052,0.026,18.054,13.836,12.461,11.396,10.173,7.566,88.242,3.867,c1ccc(cc1)c1cc2cc(ccc2c(c1)c1nsnc1)c1nccs1,1296.58
364.61,8.479,27.861,42.705,31.057,48.075,0.648,0.993,0.722,1.118,0.103,43,23,0,46,26,11,31.5,3,0.065,11,20,16,4,0,3,3,7,46.5,37.2,9.3,0.0,7,9,4,4,23,23,0,1.0,0.0,1.0,4,1.0,1,3,0,0,0.423,54.952,207.619,0.0,122,330,290.537,193.473,474.23,345.596,144,319,300.303,211.188,503.68,339.479,10.5,7.317,5.111,2.433,18,35,1.732,18.375,2.19,2.223,0.233,48.0,6,1.256,34,106.614,5.473,0.0,1.0,213,9.261,1.403,17.864,74,716,75,2.682,5483,8861,5885,15065,22.411,473,13412,16.062,7.638,3.651,5.334,0.565,0.337,0.196,0.107,1.126,1.139,9.963,24.868,42.667,1.855,17.146,14.648,0.001,-0.0,0.0,7.355,8.529,3.606,-0.0,0,0.0,3.296,4.812,5.666,6.535,7.408,8.286,9.166,10.049,10.932,11.817,3.97,5.263,2.398,6.767,4.595,8.362,6.605,10.003,3.296,3.584,3.892,4.174,4.382,4.407,4.554,4.635,4.691,4.7,3.481,3.966,4.484,4.998,5.351,5.492,5.794,6.049,6.268,6.436,12.35,7.228,9.108,1.26,1.88,3.894,3.189,15.485,11.416,9.742,8.566,7.396,5.976,0.673,0.439,0.278,0.178,0.116,0.076,15.223,10.884,8.945,7.909,6.735,5.404,0.662,0.419,0.256,0.165,0.105,0.068,16.546,12.824,11.374,10.587,9.603,8.057,84.569,3.636,C1CSC(CS1)c1csc(c1)N1CNCNC1c1ccncc1,1307.73
358.5,9.192,28.777,38.665,31.08,41.956,0.738,0.991,0.797,1.076,0.097,39,25,0,43,29,26,42.0,3,0.07,26,14,22,0,1,2,2,3,35.9,56.4,0.0,2.6,0,22,5,6,27,25,1,1.0,0.08,1.08,4,0.8,3,2,1,2,0.897,181.592,124.058,105.094,140,362,339.456,187.443,540.96,381.882,169,398,380.255,212.077,618.96,421.831,11.167,7.167,5.389,2.285,23,41,2.0,20.572,2.239,2.277,0.22,51.0,8,1.016,37,120.277,6.05,0.0,0.857,254,10.16,1.606,20.454,93,803,80,2.779,7293,11802,8104,20716,24.236,582,29825,15.091,6.268,2.746,3.784,0.58,0.352,0.202,0.098,0.533,1.752,7.617,24.085,48.5,1.94,18.108,15.517,0.0,-0.0,-0.0,7.44,9.197,3.974,-0.0,0,0.0,3.401,4.949,5.826,6.715,7.605,8.499,9.393,10.289,11.185,12.082,4.078,5.407,3.434,6.927,5.638,8.534,7.609,10.19,3.401,3.738,4.078,4.382,4.533,4.673,4.812,4.949,5.069,5.112,3.761,4.434,5.123,5.782,6.236,6.693,7.166,7.635,8.086,8.38,12.606,7.854,12.904,1.643,5.05,3.984,3.268,16.64,12.382,11.014,9.996,8.781,6.464,0.666,0.427,0.269,0.172,0.111,0.07,14.941,9.824,7.764,6.336,5.007,3.256,0.598,0.339,0.189,0.109,0.063,0.035,17.347,13.29,12.122,11.389,10.363,7.76,84.375,3.876,c1sc(c(c1)c1cocc1)c1csc(c1)c1ccc2c(c1)cccc2,1264.12
298.54,8.293,22.819,35.502,26.046,40.078,0.634,0.986,0.723,1.113,0.131,36,18,1,38,20,6,23.0,2,0.053,6,18,13,2,0,3,3,5,50.0,36.1,5.6,0.0,9,4,3,3,17,17,0,0.944,0.0,1.0,3,1.0,1,2,0,0,0.3,45.24,102.374,0.0,94,246,207.109,151.144,345.09,258.817,111,220,205.52,163.393,343.37,232.923,8.667,6.017,4.028,2.233,14,27,1.581,13.811,2.077,2.154,0.269,37.0,5,1.382,26,74.579,4.241,4.754,0.8,125,6.944,0.957,10.272,44,364,43,2.213,2597,4222,2665,6906,17.697,271,4164,13.141,6.064,2.86,4.427,0.567,0.34,0.201,0.11,0.876,1.572,9.866,24.141,33.389,1.855,13.631,12.026,0.006,0.0,0.0,7.355,6.704,2.852,0.0,2,0.463,3.045,4.554,5.407,6.282,7.159,8.045,8.93,9.822,10.711,11.604,3.714,5.004,2.398,6.509,4.727,8.107,6.823,9.754,3.045,3.332,3.638,3.932,4.094,4.043,4.111,4.111,4.007,3.807,3.178,3.597,4.039,4.49,4.877,4.783,5.03,5.189,5.155,5.083,12.132,6.384,7.412,1.161,1.029,3.642,2.962,12.372,8.86,7.592,6.556,5.708,4.507,0.687,0.443,0.281,0.177,0.114,0.076,12.763,9.213,8.109,7.436,6.631,5.531,0.709,0.461,0.3,0.201,0.133,0.094,13.579,10.103,9.044,8.21,7.427,6.26,66.543,3.072,SC1CCC(C1c1cnccn1)C1CSCCS1,1238.45
374.51,8.322,30.476,44.989,32.25,50.401,0.677,1.0,0.717,1.12,0.088,45,27,0,49,31,22,42.0,3,0.061,22,18,20,6,0,1,1,7,40.0,44.4,13.3,0.0,3,17,5,6,29,27,1,1.0,0.074,1.074,4,0.8,1,4,1,2,0.71,60.245,286.318,110.355,148,382,384.107,181.636,570.31,403.427,178,418,420.045,208.17,653.39,444.809,12.167,8.05,5.917,2.572,23,43,2.0,21.959,2.219,2.255,0.213,57.0,8,0.938,44,133.157,6.33,0.0,1.0,293,10.852,1.72,25.103,101,1095,108,2.921,8780,14236,9668,24843,25.855,664,33994,16.603,7.218,3.155,4.439,0.574,0.351,0.204,0.106,0.726,1.684,13.184,27.681,54.0,2.0,19.385,16.241,0.0,-0.0,-0.0,7.5,9.926,4.24,-0.0,0,0.0,3.466,5.004,5.878,6.763,7.651,8.543,9.437,10.333,11.23,12.128,4.143,5.46,2.398,6.993,4.443,8.624,6.293,10.306,3.466,3.784,4.127,4.431,4.663,4.745,4.949,5.094,5.22,5.293,3.761,4.385,5.062,5.723,6.298,6.699,7.24,7.725,8.177,8.506,12.652,7.977,12.304,1.543,4.327,4.059,3.341,18.054,13.399,11.635,10.543,9.304,7.535,0.669,0.432,0.271,0.173,0.112,0.072,15.408,9.691,7.221,5.475,4.052,2.709,0.571,0.313,0.168,0.09,0.049,0.026,18.407,13.853,12.218,11.209,9.977,7.924,87.918,3.997,C1NCN(CN1)c1ccc(cn1)c1cccc2c1cccc2c1nncs1,1284.27
360.48,9.743,27.766,37.102,29.568,40.122,0.75,1.003,0.799,1.084,0.097,37,25,0,41,29,26,42.0,3,0.073,26,12,20,2,1,2,2,5,32.4,54.1,5.4,2.7,0,20,5,6,27,25,1,1.0,0.08,1.08,4,0.8,3,2,1,2,0.897,183.616,126.353,107.118,140,394,378.747,189.653,587.92,417.166,169,431,422.84,211.969,671.65,458.23,11.167,6.9,5.389,2.15,23,41,2.0,20.572,2.239,2.277,0.22,52.0,8,0.996,37,118.591,5.55,0.0,0.833,223,8.92,1.376,20.035,83,853,80,2.519,6813,11597,7528,21132,23.9,509,19059,14.971,6.194,2.707,3.71,0.579,0.348,0.201,0.101,0.885,2.73,12.008,25.744,50.5,2.02,17.848,15.133,0.0,-0.0,-0.0,7.52,9.187,3.986,-0.0,0,0.0,3.401,4.949,5.826,6.718,7.612,8.512,9.414,10.318,11.223,12.129,4.078,5.407,3.434,6.927,5.638,8.536,7.618,10.196,3.401,3.738,4.078,4.394,4.585,4.771,4.934,5.094,5.236,5.263,3.761,4.434,5.123,5.789,6.268,6.762,7.264,7.768,8.261,8.591,12.647,7.601,11.682,1.537,4.081,3.984,3.268,16.64,12.382,11.026,9.957,8.723,6.531,0.666,0.427,0.269,0.172,0.109,0.067,14.68,9.627,7.285,5.526,4.142,2.514,0.587,0.332,0.178,0.095,0.052,0.026,17.347,13.336,12.107,11.138,9.971,7.262,85.605,3.819,c1scc(c1)c1cc(oc1c1nncs1)c1ccc2c(c1)cccc2,1309.66
382.55,7.807,31.046,49.076,33.023,55.813,0.634,1.002,0.674,1.139,0.088,49,27,0,53,31,16,39.0,3,0.057,16,22,18,8,0,1,1,9,44.9,36.7,16.3,0.0,6,12,5,6,29,27,1,1.0,0.074,1.074,4,0.8,1,4,1,2,0.516,58.926,282.902,108.144,148,366,371.46,186.799,543.46,385.699,178,393,397.792,213.304,618.65,417.383,12.167,8.183,5.917,2.722,23,43,2.0,21.959,2.219,2.255,0.213,58.0,8,0.963,44,130.336,5.516,0.0,1.0,249,9.222,1.284,20.889,86,1116,93,2.63,7886,12490,8628,21168,25.272,562,23342,17.28,7.655,3.393,4.899,0.572,0.347,0.207,0.114,1.327,1.366,17.366,29.853,53.5,1.981,19.565,16.652,0.0,-0.0,-0.0,7.481,9.972,4.302,-0.0,0,0.0,3.466,5.004,5.878,6.767,7.661,8.56,9.461,10.365,11.269,12.175,4.143,5.46,2.398,6.993,4.443,8.627,6.293,10.314,3.466,3.784,4.127,4.454,4.718,4.812,5.004,5.147,5.263,5.283,3.689,4.245,4.833,5.414,5.9,6.197,6.616,7.015,7.393,7.443,12.694,7.745,10.396,1.342,2.652,4.059,3.342,18.054,13.399,11.656,10.449,9.294,7.738,0.669,0.432,0.271,0.171,0.109,0.07,15.539,9.955,7.469,5.756,4.407,3.159,0.576,0.321,0.174,0.094,0.052,0.028,18.407,13.853,12.24,11.1,9.985,8.192,88.706,3.888,N1CNC(NC1)C1NCNC(N1c1nncs1)c1ccc2c(c1)cccc2,1290.81
304.39,8.953,24.579,34.025,25.921,37.202,0.723,1.001,0.762,1.094,0.108,34,22,1,37,25,22,36.0,2,0.054,22,12,18,2,1,1,1,4,35.3,52.9,5.9,2.9,0,18,4,5,23,21,1,0.955,0.095,1.095,3,0.75,1,3,1,2,0.88,51.013,171.399,89.743,120,322,320.3,147.495,477.79,342.644,143,347,343.008,168.701,536.98,368.259,10.333,6.183,4.778,1.925,19,35,1.871,17.394,2.129,2.205,0.24,46.0,7,0.931,34,100.601,5.433,5.607,1.0,204,9.273,1.455,16.876,72,586,68,2.681,4963,8389,5344,14863,21.606,456,13705,13.261,5.412,2.468,3.263,0.579,0.346,0.194,0.104,1.361,4.218,13.809,25.419,47.5,2.159,15.502,12.96,0.0,0.0,-0.0,7.659,8.081,3.485,0.0,2,0.405,3.258,4.796,5.659,6.541,7.42,8.307,9.192,10.082,10.969,11.86,3.932,5.252,2.398,6.779,4.595,8.396,6.605,10.061,3.258,3.584,3.892,4.174,4.394,4.466,4.595,4.71,4.828,4.836,3.611,4.28,4.953,5.6,6.164,6.529,7.01,7.47,7.934,8.215,12.389,7.272,11.535,1.586,4.263,3.85,3.147,14.941,10.81,9.648,8.476,7.315,5.85,0.679,0.432,0.276,0.177,0.114,0.073,12.417,7.761,5.918,4.541,3.385,2.222,0.564,0.31,0.169,0.095,0.053,0.028,15.295,11.264,10.199,9.18,8.108,6.453,70.931,3.531,Oc1cc(cc2c1cccc2)c1csc(c1)c1cnccn1,1285.66
330.55,7.512,27.884,43.2,31.125,48.617,0.634,0.982,0.707,1.105,0.108,44,22,0,47,25,11,30.5,3,0.064,11,22,19,0,1,2,2,3,50.0,43.2,0.0,2.3,9,10,4,4,22,22,0,1.0,0.0,1.0,4,1.0,2,2,0,1,0.44,110.76,127.081,0.0,118,270,247.456,165.443,391.33,282.626,140,269,257.883,188.988,422.16,284.964,10.0,7.583,4.861,2.903,18,34,1.732,17.682,2.2,2.234,0.238,45.0,6,1.243,31,99.969,5.205,0.0,0.833,189,8.591,1.318,15.182,68,612,63,2.534,4820,6947,5187,10455,21.47,422,11312,14.925,6.859,3.203,4.653,0.568,0.342,0.199,0.098,0.752,2.091,6.867,26.361,39.167,1.78,16.782,14.881,0.002,0.0,-0.0,7.28,8.196,3.513,0.0,0,0.0,3.258,4.779,5.638,6.512,7.387,8.268,9.149,10.033,10.917,11.803,3.932,5.231,3.045,6.73,5.209,8.318,7.154,9.956,3.258,3.555,3.871,4.159,4.29,4.357,4.489,4.585,4.625,4.615,3.45,3.946,4.49,5.027,5.366,5.569,5.915,6.207,6.409,6.526,12.335,7.107,9.194,1.294,2.087,3.85,3.148,14.778,10.916,9.388,8.308,7.263,5.336,0.672,0.437,0.276,0.177,0.115,0.074,14.374,10.361,8.874,8.176,7.214,5.699,0.653,0.414,0.261,0.174,0.115,0.079,15.485,11.824,10.496,9.809,8.962,7.148,75.577,3.544,S1CC(SC(C1)C1CCCC1)c1cocc1c1ccccc1,1143.8
310.46,7.761,25.96,39.669,28.0,44.82,0.649,0.992,0.7,1.12,0.108,40,22,1,43,25,16,33.0,2,0.047,16,18,17,4,0,1,1,5,45.0,42.5,10.0,0.0,4,13,4,5,23,21,1,0.955,0.095,1.095,3,0.75,1,3,1,2,0.64,45.697,150.02,80.568,120,290,284.816,149.583,432.2,305.537,145,315,310.583,171.145,495.75,336.098,10.333,7.4,4.833,2.293,19,35,1.871,17.394,2.129,2.205,0.24,46.0,7,0.996,36,98.104,4.722,5.459,1.0,170,7.727,1.207,14.645,62,574,62,2.461,4415,6930,4692,11214,21.053,378,12039,13.976,5.859,2.499,3.722,0.575,0.353,0.211,0.114,0.633,1.235,8.957,21.155,42.333,1.924,16.042,13.465,0.001,0.0,-0.0,7.424,8.111,3.427,0.0,2,0.405,3.258,4.796,5.673,6.569,7.468,8.374,9.28,10.19,11.099,12.012,3.932,5.252,2.398,6.792,4.443,8.439,6.293,10.145,3.258,3.584,3.932,4.263,4.5,4.585,4.727,4.836,4.905,4.875,3.526,4.155,4.839,5.515,6.068,6.472,6.932,7.351,7.73,7.891,12.526,7.216,10.41,1.443,3.194,3.85,3.149,14.941,10.843,9.497,8.487,7.58,6.123,0.679,0.434,0.271,0.17,0.108,0.069,13.282,8.3,6.415,4.926,3.748,2.536,0.604,0.332,0.183,0.099,0.054,0.028,15.295,11.297,10.08,9.153,8.244,6.538,71.676,3.407,Cc1ccc(c2c1c(ccc2)c1cncs1)N1CNCNC1,1239.56
347.55,7.899,27.894,43.738,30.62,49.281,0.634,0.994,0.696,1.12,0.103,44,23,1,47,26,11,31.5,2,0.043,11,21,17,3,1,2,2,6,47.7,38.6,6.8,2.3,7,10,4,5,24,22,1,0.957,0.091,1.091,3,0.75,0,4,1,2,0.423,0.0,233.178,89.305,124,310,292.181,173.572,446.7,325.468,147,302,294.992,193.974,478.68,320.058,10.833,7.4,5.028,2.497,19,36,1.871,18.087,2.123,2.196,0.235,48.5,7,1.169,37,106.735,5.577,6.251,0.857,224,9.739,1.664,19.285,77,665,78,2.757,5509,8799,5888,14809,22.441,497,15228,15.756,7.011,3.381,4.803,0.577,0.34,0.189,0.109,1.95,3.515,13.19,27.09,45.5,1.978,17.013,14.664,0.001,-0.0,0.0,7.478,8.541,3.668,-0.0,2,0.393,3.296,4.828,5.687,6.564,7.44,8.324,9.208,10.096,10.984,11.875,3.97,5.283,0.0,6.815,0.0,8.44,0.0,10.113,3.296,3.611,3.912,4.19,4.477,4.522,4.71,4.844,4.934,4.963,3.481,4.034,4.635,5.239,5.846,6.183,6.633,7.011,7.346,7.349,12.404,7.369,9.759,1.324,2.39,3.894,3.189,15.648,11.31,10.01,8.727,7.382,6.42,0.68,0.435,0.278,0.178,0.114,0.074,14.498,10.133,8.319,7.173,5.86,4.788,0.63,0.39,0.231,0.146,0.09,0.055,16.355,12.264,11.091,10.059,8.749,7.745,79.46,3.597,OC1NCN(CN1)c1cccc2c1ccc(c2)C1CSCCS1,1282.86
232.36,6.28,21.499,36.483,23.319,41.943,0.581,0.986,0.63,1.134,0.14,37,17,1,39,19,6,22.0,2,0.051,6,20,14,2,1,0,0,3,54.1,37.8,5.4,2.7,10,4,3,3,16,16,0,0.941,0.0,1.0,3,1.0,2,1,0,0,0.316,82.143,49.108,0.0,92,180,195.44,97.877,264.99,191.706,111,189,196.608,117.598,294.16,199.341,8.25,6.267,3.736,2.626,15,27,2.121,13.0,2.061,2.148,0.277,36.0,5,1.073,25,68.152,3.925,4.236,1.0,106,6.235,0.983,8.713,38,308,38,2.184,2172,3057,2219,4194,16.641,231,3293,11.16,4.379,1.868,2.875,0.579,0.358,0.204,0.093,1.955,4.98,14.87,27.886,34.083,2.005,12.801,11.487,0.006,-0.0,-0.0,7.505,6.38,2.816,-0.0,2,0.481,2.996,4.533,5.407,6.308,7.206,8.117,9.023,9.938,10.848,11.765,3.664,4.99,3.045,6.532,5.283,8.176,7.298,9.877,2.996,3.332,3.664,3.932,3.97,3.97,4.007,3.892,3.761,3.555,3.135,3.597,4.073,4.507,4.84,4.778,5.017,5.021,5.04,4.928,12.277,6.223,7.259,1.167,1.036,3.582,2.911,11.717,8.305,7.384,6.584,5.621,3.759,0.689,0.437,0.273,0.173,0.112,0.072,10.178,6.794,5.558,4.662,3.842,2.218,0.599,0.358,0.206,0.123,0.077,0.043,11.717,8.305,7.384,6.584,5.621,3.759,51.287,2.935,OC1(CCCC1C1CCCC1)c1cnccn1,1072.32
